ID,Title,Content
2769,"Terranova <br/> Intense Maca & Reishi Super Shake 224g","1 SCOOP (APPROX. 8g) TYPICALLY PROVIDES:
<div class=""two-columns""><strong>RICE BRAN ACTIVES 3g</strong>
Stabilized Rice Bran Solubles 3g
<strong>FREEZE DRIED SUPER JUICE 2200mg</strong>
<strong>Wheat</strong> Grass Juice [Triticum Aestivum]-fresh freeze dried-ORGANIC (Equivalent to a 28ml wheat grass juice shot) 1200mg
Beetroot Juice [Beta Vulgaris]-fresh freeze dried-ORGANIC 1000mg
Maca Root [Lepidium Meyenii] 1500mg<strong>FREEZE DRIED MUSHROOMS/FUNGI 725mg</strong>
Reishi Mushroom [Ganoderma Lucidum]-fresh freeze dried-ORGANIC (Full-spectrum: providing all fungal components &amp; extracellular compounds) 625mg
Cordyceps [Cordyceps Sinensis]-fresh freeze dried-ORGANIC (Full-spectrum: providing all fungal components &amp; extracellular compounds) 100mg

Spirulina [Spirulina Platensis]-fresh freeze dried-ORGANIC 500mg
Ginger Rhizome/Root [Zingiber Officinale]-fresh freeze dried 50mg

<strong>MICROFLORA 15mg</strong>

Lactiplantibacillus plantarum 79.7 Million* 
Lacticaseibacillus paracasei 63.8 Million* 
Lacticaseibacillus rhamnosus 55.9 Million* 
Lactobacillus Acidophilus/Helveticus 39.9 Million* 
Bifidobacterium Lactis 39.9 Million* 

<strong>DIGESTIVE ENZYMES 10mg</strong>
Protease (A. oryzae) 14,690 HUT 3.45mg
Amylase (A. oryzae) 2,545 DU 2.12mg
Lactase (A. oryzae) 727 ALU 0.91mg
Glucoamylase (A. niger) 6.5 AGU 0.91mg
Alpha Galactosidase (A. niger) 109 GalU 0.91mg
Protease (A. niger) 36 SAPU 0.86mg
Invertase (S. cerevisiae) 291 SU 0.42mg
Lipase (C. rugosa) 349 FIP 0.24mg
Glucoamylase (R. oryzae) 0.72 AGU 0.14mg
Lipase (A. niger) 7.27 FIP 0.02mg
Lipase (R. oryzae) 7.27 FIP 0.02mg

* Colony forming units at time of manufacture

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong> SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>NO DAIRY – NO GELATINE - NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS - NO PRESERVATIVES</div>
<strong>Contains traces of soya
Contains wheat grass – consult physician if coeliac.</strong>

</div>
<div class=""yt_video"">https://www.youtube.com/watch?v=OlhanYbk_bI</div>"
2958,"Terranova <br/> Ginger 350mg (Fresh Freeze Dried, Organic)","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:

<div>Ginger Rhizome/Root [Zingiber Officinale]-fresh freeze dried-ORGANIC 350mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose) 

<div>NO WHEAT – NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE - NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS - NO PRESERVATIVES</div>
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong></div>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
</div>"
3015,"Terranova <br/>Natural Beta Carotene Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES
<div class=""two-columns"">
<strong>MAGNIFOOD COMPLEX 325mg</strong>
PROVIDING:
Kale [Brassica oleracea var acephal]-fresh freeze dried-ORGANIC 150mg
Spirulina [Spirulina platensis]-fresh freeze dried-ORGANIC 75mg
Sea Buckthorn Berry [Hippophae rhamnoides]-fresh freeze dried 50mg
Watercress [Nasturtium officinale]-fresh freeze dried 50mg

Natural Beta Carotene (Dunaliella salina) 7mg
Larch Tree Arabinogalactan (Larix laricina) 5.5mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong> SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>NO WHEAT – NO YEAST – NO SOY – NO DAIRY – NO GELATINE - NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS - NO PRESERVATIVES</div>
</div>"
3016,"Terranova <br/> CoQ10 100mg Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">

<strong>MAGNIFOOD COMPLEX 435mg</strong>
<div>PROVIDING:
Stabilized Rice Bran 250mg
Acai Berry [Euterpe Oleracea]-fresh freeze dried-ORGANIC 75mg
Sea Buckthorn Berry [Hippophae Rhamnoides]-fresh freeze dried 75mg
Artichoke Leaf [Cynara Scolymus]-fresh freeze dried 35mg
<div>CoQ10 (coenzyme Q10 – as ubiquinone) 100mg
Larch Tree Arabinogalactan [Larix Laricina] 8.25mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>NO WHEAT – NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES</div>
</div>
</div>
</div>
</div>"
3019,"Terranova<br/> Cordyceps, Rhodiola & Ginseng","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">
<div>

<strong>PHYTOFRESH COMPLEX 625mg</strong>
<div>PROVIDING:
Cordyceps [Cordyceps Sinensis]-fresh freeze dried-ORGANIC (Full-spectrum: providing all fungal components & extracellular compounds) 250mg
Rhodiola Root Extract [Rhodiola Rosea]-freeze dried aqueous extract 150mg [3% Rosavins / 1% salidroside]

American Ginseng [Panax Quinquefolius]-fresh freeze dried 150mg
Ginger Rhizome/Root [Zingiber Officinale]-fresh freeze dried-ORGANIC 45mg
Green <strong>Oat</strong> Seed [Avena Sativa]-fresh freeze dried 25mg
Cayenne Fruit [Capsicum Annuum] ORGANIC 5mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>
<div>

NO WHEAT – NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES
<strong>Contains Oat seed – consult physician if coeliac.</strong>

</div>
</div>
</div>
</div>
</div>
</div>"
3021,"Terranova<br/> Hyaluronic Acid Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">

<strong>MAGNIFOOD COMPLEX 325mg</strong>
<div>PROVIDING:
Rosehips [Rosa Canina] - ORGANIC 75mg
Bilberry Fruit [Vaccinium myrtillus] - fresh freeze dried - ORGANIC 75mg
Nettle Leaf [Urtica Dioica] - fresh freeze dried 75mg
Horsetail Spring Shoot [Equisetum arvense] - fresh freeze dried 50mg
Parsley Leaf [Petroselinum crispum] - fresh freeze dried - ORGANIC 50mg
Hyaluronic Acid (as Sodium Hyaluronate)* 100mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>*ExceptionHYAL®STAR (Full spectrum molecular weight Hyaluronic Acid)</strong>
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO WHEAT – NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>"
3022,"Terranova<br/> Magnesium 100mg Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 275mg</strong>
PROVIDING:
Stabilized Rice Bran 100mg
Green <strong>Oat</strong> Seed [Avena Sativa]-fresh freeze dried 75mg
Nettle Leaf [Urtica Dioica]-fresh freeze dried 50mg
Pumpkin Seed [Cucurbita Pepo]-ORGANIC 50mg

Magnesium (as bisglycinate chelate* [TRAACS&#x2122;], oxide) 100mg
Pyridoxal 5-Phosphate (P5-P) 0.5mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>* TRAACS&#x2122; is a trademark of Albion Labs</strong>

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES
<strong>Contains oat seed – consult physician if coeliac.</strong>

</div>"
3023,"Terranova<br/> Mushroom Synergy (Full Spectrum-Fresh Freeze Dried-Organic)","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">

<strong>PHYTOFRESH COMPLEX 625mg</strong>
<div>PROVIDING:
Reishi [Ganoderma Lucidum]-fresh freeze dried-ORGANIC [Full-spectrum: providing all fungal components & extracellular compounds] 125mg
Cordyceps [Cordyceps Sinensis]-fresh freeze dried-ORGANIC [Full-spectrum: providing all fungal components & extracellular compounds] 125mg
Maitake [Grifola Frondosa]-fresh freeze dried-ORGANIC [Full-spectrum: providing all fungal components & extracellular compounds] 100mg
Shiitake [Lentinula Edodes]-fresh freeze dried-ORGANIC [Full-spectrum: providing all fungal components & extracellular compounds] 100mg
Chaga [Inonotus ObIiquus]-fresh freeze dried-ORGANIC [Full-spectrum: providing all fungal components & extracellular compounds] 100mg
Royal Sun Agaricus [Agaricus Blazei]-fresh freeze dried-ORGANIC [Full-spectrum: providing all fungal components & extracellular compounds] 50mg
Ginger Rhizome/Root [Ziniber Officinale]-fresh freeze dried-ORGANIC 25mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>NO WHEAT – NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES</div>
</div>
</div>
</div>"
3024,"Terranova<br/> Mushroom Synergy Super-Blend Powder (Full Spectrum-Fresh Freeze Dried-Organic)","¼ TEASPOON (APPROX. 1.25g) TYPICALLY PROVIDES:
<div class=""two-columns"">

<strong>PHYTOFRESH COMPLEX 1250mg</strong>
<div>PROVIDING:
Reishi [Ganoderma Lucidum]-fresh freeze dried-ORGANIC [Full-spectrum: providing all fungal components & extracellular compounds] 250mg
Cordyceps [Cordyceps Sinensis]-fresh freeze dried-ORGANIC [Full-spectrum: providing all fungal components & extracellular compounds] 250mg
Maitake (Grifola Frondosa)-fresh freeze dried-ORGANIC [Full-spectrum: providing all fungal components & extracellular compounds] 200mg
Shiitake (Lentinula edodes)-fresh freeze dried-ORGANIC [Full-spectrum: providing all fungal components & extracellular compounds] 200mg
Chaga (Inonotus obIiquus)-fresh freeze dried-ORGANIC [Full-spectrum: providing all fungal components & extracellular compounds] 200mg
Royal Sun Agaricus (Agaricus blazei)-fresh freeze dried-ORGANIC [Full-spectrum: providing all fungal components & extracellular compounds] 100mg
Ginger Rhizome/Root (Zingiber Officinale)-fresh freeze dried-ORGANIC 50mg
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>NO WHEAT – NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES</div>
</div>
</div>
</div>"
3025,"Terranova <br/> Selenium 100µg Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 450mg</strong>
PROVIDING:
Stabilized Rice Bran 275mg
Spirulina [Spirulina Platensis] - fresh freeze dried - ORGANIC 75mg
Sea Buckthorn Berry [Hippophae Rhamnoides] - fresh freeze dried 50mg
Acai Berry [Euterpe Oleracea] - fresh freeze dried - ORGANIC 50mg

Selenium (as selenomethionine) 100µg
Larch Tree Arabinogalactan [Larix Laricina] 5.5mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong> SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>NO WHEAT – NO SOY – NO CORN – NO YEAST – NO DAIRY – NO GELATINE - NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS - NO PRESERVATIVES</div>
</div>"
3026,"Terranova <br/> Selenium 200µg Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 675mg</strong>
PROVIDING:
Stabilized Rice Bran 400mg
Spirulina [Spirulina Platensis] - fresh freeze dried - ORGANIC 125mg
Sea Buckthorn Berry [Hippophae Rhamnoides] - fresh freeze dried 75mg
Acai Berry [Euterpe Oleracea] - fresh freeze dried - ORGANIC 75mg

Selenium (as selenomethionine) 200µg
Larch Tree Arabinogalactan [Larix laricina] 8.25mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong> SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>NO WHEAT – NO SOY – NO CORN – NO YEAST – NO DAIRY – NO GELATINE - NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS - NO PRESERVATIVES</div>
</div>"
3027,"Terranova <br/> Silica 150mg Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">

<strong>MAGNIFOOD COMPLEX 400mg</strong>
<div>PROVIDING:
Nettle Leaf [Urtica Dioica] - fresh freeze dried 100mg
Rosehips [Rosa Canina] - ORGANIC 100mg
Pumpkin Seed [Cucurbita Pepo] - ORGANIC 100mg
Horsetail Spring Shoot [Equisetum Arvense] - fresh freeze dried 50mg
Parsley Leaf [Petroselinum Crispum] - fresh freeze dried - ORGANIC 50mg

Silica (Bamboo Shoot Extract [Bambusa Vulgaris] 200mg: 75% silica) 150mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO WHEAT – NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>"
3029,"Terranova <br/> Smooth Mag Complex Powder","1 SCOOP (APPROX. 5g) TYPICALLY PROVIDES:
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 3730g</strong>
PROVIDING:
Stabilised Rice Bran Solubles 3180mg
Green <strong>Oat</strong> Seed [Avena sativa]-fresh freeze dried 350mg
Montmorency Tart Cherry [Prunus cerasus]-fresh freeze dried 200mg

Magnesium (as bisglycinate chelate* (TRAACS&#x2122;), oxide, citrate) 200mg
Inositol 50mg
FOS (fructo-oligosaccharides) 50mg
Pyridoxal 5-Phosphate (P 5-P) 1mg

<strong>* TRAACS&#x2122; is a trademark of Albion Labs</strong>&nbsp;

<strong>Contains Oat seed – consult physician if coeliac.</strong>

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong> SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE - NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS - NO PRESERVATIVES</div>
</div>"
3246,"Terranova <br/> Living Multivitamin WOMAN","THREE VEGETARIAN CAPSULES TYPICALLY PROVIDE:
<div class=""two-columns"">

<strong>MAGNIFOOD COMPLEX 795mg</strong>
<div>PROVIDING:
Spirulina [Spirulina Platensis]-fresh freeze dried-ORGANIC 200mg
Stabilised Rice Bran 150mg
Dandelion Leaf [Taraxacum Officinale]-fresh freeze dried 50mg
Nettle Leaf [Urtica Dioica]-fresh freeze dried 50mg
Cranberry [Vaccinium Macrocarpon]-fresh freeze dried-ORGANIC 50mg
Turmeric Root [Curcuma Longa]-fresh freeze dried-ORGANIC 50mg
Watercress [Nasturtium Officinale]-fresh freeze dried 50mg
Bilberry [Vaccinium Myrtillus]-fresh freeze dried - ORGANIC 50mg
Broccoli Sprouts [Brassica Oleracea]-fresh freeze dried-ORGANIC 50mg
Sea Buckthorn Berry [Hippophae Rhamnoides]-fresh freeze dried 50mg
Ginger Root [Zingiber Officinale]-fresh freeze dried-ORGANIC 25mg
Grape Seed Extract 20mg
<div></div>
<div>Vitamin C (as Ca, Mg, ascorbate) 150mg
Calcium (as carbonate, citrate, ascorbate) 75mg
Magnesium (as oxide, citrate, ascorbate) 75mg
Vitamin E (d-alpha tocopheryl succinate 100iu) 67mg
Omega 3,6,9 Oil Powder (flax, borage &amp; olive oils) 50mg
Pantothenic Acid (as calcium pantothenate) 25mg
Vitamin B6 (as pyridoxal 5-phosphate [P 5-P]) 12mg     
Vitamin B1 (as thiamin mononitrate) 20mg
Vitamin B2 (riboflavin) 20mg
Niacinamide 20mg
Inositol 15mg
Choline Bitartrate* (Vitacholine&#x2122;) 15mg
Citrus Bioflavonoids 15mg
Iron (as bisglycinate Chelate* [Ferrochel&#x2122;] 10mg
Zinc (bisglycinate chelate* TRAACS&#x2122;) 10mg
Larch Tree Arabinogalactan [Larix laricina] 5.5mg
Natural Beta Carotene/Mixed Carotenoids 5mg
Lutein (from Marigold flowers [Tagetes Erecta]) 3mg
Manganese (as bisglycinate chelate* TRAACS&#x2122;) 1.5mg
Copper (as gluconate) 1.25mg
Boron (as sodium borate) 1mg
Lycopene (from tomato extract [Solanum Lycopersicum]) 1mg
Folate (calcium L-methylfolate) 400ug
Iodine (as potassium iodide) 150ug
Biotin (as d-Biotin) 100ug
Chromium (as picolinate) 50ug
Selenium (as selenomethionine) 50ug
Vitamin B12 (as methylcobalamin) 50ug
Vitamin K2 as MK-7 (<strong><b><sup><span lang=""PT-BR"">‡</span></sup></b></strong>MenaQ7®) 10ug
Vitamin D3 (vegan cholecalciferol from lichen - 400iu) 10ug
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)
<div>

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS / SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>

<strong> <b><sup><span lang=""PT-BR"">‡</span></sup></b>MenaQ7® is a registered trademark of Lesaffre et Compagnie, France</strong>

<strong>*VitaCholine&#x2122;, Ferrochel&#x2122; and TRAACS&#x2122; are trademarks of </strong><strong>Balchem Corp. or Albion Labs.</strong>
<div>

NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>
</div>"
3247,"Terranova <br/> Alpha Lipoic Acid 300 mg Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 375mg</strong>
PROVIDING:
Stabilized Rice Bran 150mg
Turmeric Root [Curcuma Longa]-fresh freeze dried-ORGANIC 50mg
Matcha Green Tea Ceremonial Grade AAA [Camellia Sinensis]-ORGANIC 50mg
Sea Buckthorn Berry [Hippophae Rhamnoides]-fresh freeze dried 50mg
Rose Hips [Rosa Canina]-ORGANIC 50mg
Pumpkin Seed [Cucurbita Pepo]-ORGANIC 25mg
Alpha Lipoic Acid 300mg
Larch Tree Arabinogalactan [Larix Laricina] 5.5mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)<strong>
NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong> SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>NO WHEAT – NO SOY – NO CORN – NO YEAST – NO DAIRY – NO GELATINE - NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS - NO PRESERVATIVES</div>
</div>"
3248,"Terranova <br/> Living Multivitamin SPORT","THREE VEGETARIAN CAPSULES TYPICALLY PROVIDE:
<div class=""two-columns"">

<strong>MAGNIFOOD COMPLEX 735mg</strong>
<div>PROVIDING:
Spirulina [Spirulina Platensis]-fresh freeze dried-ORGANIC 200mg
Beetroot [Beta Vulgaris]-fresh freeze dried-ORGANIC 150mg
Stabilised Rice Bran 100mg
Siberian Ginseng Root [Eleutherococcus Senticosus]-fresh freeze dried-ORGANIC 100mg
Reishi [Ganoderma Lucidum]-full spectrum-fresh freeze dried-ORGANIC 50mg
Cordyceps [Cordyceps Sinensis]-full spectrum-fresh freeze dried-ORGANIC 50mg
Aronia Berry [Aronia Melanocarpa]-fresh freeze dried-ORGANIC 50mg
Ginger Root [Zingiber Officinale]-fresh freeze dried-ORGANIC 25mg
Cayenne Fruit [Capsicum Annuum] ORGANIC 10mg
<div></div>
<div>Vitamin E (d-alpha tocopheryl succinate 150iu) 101mg
Vitamin C (as Ca, Mg, ascorbate) 100mg
Magnesium (as oxide, citrate, ascorbate) 100mg
Calcium (as carbonate, citrate, ascorbate) 50mg
Pantothenic Acid (as calcium pantothenate) 25mg
Vitamin B1 (as thiamin mononitrate) 25mg
Vitamin B2 (riboflavin) 25mg
Niacinamide 25mg
Vitamin B6 (as pyridoxine hydrochloride 6mg / pyridoxal 5-phosphate 6mg) 12mg
Inositol 20mg
Choline Bitartrate* (Vitacholine&#x2122;) 10mg
Citrus Bioflavonoids 10mg
Zinc (bisglycinate chelate* TRAACS&#x2122;) 10mg
Coenzyme Q10 (as ubiquinone) 10mg
Iron (as bisglycinate Chelate* [Ferrochel&#x2122;] 5mg
Natural Beta Carotene/Mixed Carotenoids 4mg
Manganese (as bisglycinate chelate* TRAACS&#x2122;) 1.5mg
Copper (as gluconate) 1.25mg
Lycopene (from tomato extract [Solanum Lycopersicum]) 1mg
Vitamin A (as palmitate prep.-2500iu) 751ug
Boron (as sodium borate) 500ug
Folate (calcium L-methylfolate) 200ug
Iodine (as potassium iodide) 150ug
Biotin (as d-Biotin) 100ug
Astaxanthin 100ug
Chromium (as picolinate) 75ug
Vitamin B12 (as methylcobalamin) 75ug
Selenium (as selenomethionine) 50ug
Vitamin K2 as MK-7 (<strong><b><sup><span lang=""PT-BR"">‡</span></sup></b></strong>MenaQ7®) 10ug
Vitamin D3 (vegan cholecalciferol from lichen - 200iu) 5ug
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)
<div>

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS / SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>

<strong><b><sup><span lang=""PT-BR"">‡ </span></sup></b>MenaQ7® is a registered trademark of Lesaffre et Compagnie, France</strong>

<strong>*VitaCholine&#x2122;, Ferrochel&#x2122; and TRAACS&#x2122; are trademarks of Balchem Corp. or Albion Labs.</strong>
<div>

NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>
</div>"
3249,"Terranova <br/> Living Multivitamin MAN","THREE VEGETARIAN CAPSULES TYPICALLY PROVIDES:
<div class=""two-columns"">

<strong>MAGNIFOOD COMPLEX 760mg</strong>
<div>PROVIDING:
Spirulina [Spirulina Platensis]-fresh freeze dried-ORGANIC 200mg
Stabilised Rice Bran 150mg
Maca Root [Lepidium Meyenii] 100mg
Aronia Berry [Aronia Melanocarpa]-fresh freeze dried-ORGANIC 75mg
Acai Berry [Euterpe Oleracea]-fresh freeze dried-ORGANIC 50mg
Beetroot [Beta Vulgaris]-fresh freeze dried-ORGANIC 50mg
Pumpkin Seed [Cucurbita Pepo]-ORGANIC 50mg
Bilberry [Vaccinium Myrtillus]-fresh freeze dried-ORGANIC 50mg
Ginger Root [Zingiber Officinale]-fresh freeze dried-ORGANIC 25mg
Grape Seed Extract 10mg
<div></div>
<div>Vitamin C (as Ca, Mg, ascorbate) 150mg
Vitamin E (d-alpha tocopheryl succinate 150iu) 101mg
Magnesium (as oxide, citrate, ascorbate) 70mg
Calcium (as carbonate, citrate, ascorbate) 35mg
Pantothenic Acid (as calcium pantothenate) 25mg
Vitamin B6 (as pyridoxine hydrochloride 6mg / pyridoxal 5-phosphate 6mg) 12mg
Vitamin B1 (as thiamin mononitrate) 20mg
Vitamin B2 (riboflavin) 20mg
Niacinamide 20mg
Inositol 15mg
Choline Bitartrate* (Vitacholine&#x2122;) 15mg
Citrus Bioflavonoids 15mg
Zinc (bisglycinate chelate* TRAACS&#x2122;) 15mg
Lycopene (from tomato extract [Solanum Lycopersicum]) 5mg
Natural Beta Carotene/Mixed Carotenoids 4mg
Manganese (as bisglycinate chelate* TRAACS&#x2122;)  1.5mg
Copper (as gluconate) 1.25mg
Vitamin A (as palmitate prep.-2500iu) 751ug
Boron (as sodium borate) 500ug
Folate (calcium L-methylfolate) 200ug
Iodine (as potassium iodide) 150ug
Biotin (as d-Biotin) 100ug
Chromium (as picolinate) 50ug
Selenium (as selenomethionine) 50ug
Vitamin B12 (as methylcobalamin) 50ug
Vitamin K2 as MK-7 <strong><b><sup><span lang=""PT-BR"">‡</span></sup></b></strong>(MenaQ7®) 10ug
Vitamin D3 (vegan cholecalciferol from lichen - 200iu) 5ug
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)
<div>

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS / SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>

<strong><b><sup><span lang=""PT-BR"">‡</span></sup></b> MenaQ7® is a registered trademark of Lesaffre et Compagnie, France</strong>

<strong>* VitaCholine&#x2122; and TRAACS&#x2122; are trademarks of Balchem Corp. or Albion Labs.</strong>
<div>

NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>
</div>"
